gene_id	symbol	gene_type	ncbi_ortholog_count	has_ncbi_ortholog
100507357	RPL23AP86	pseudo	0	false
100507361	PCNPP5	pseudo	0	false
100507362	LINC01015	ncRNA	0	false
100507373	ADGRL1-AS1	ncRNA	0	false
100507377	LINC02882	ncRNA	0	false
100507379	LOC100507379	pseudo	0	false
100507381	KCNQ5-IT1	ncRNA	0	false
100507384	LOC100507384	ncRNA	0	false
100507388	PARM1-AS1	ncRNA	0	false
100507389	HLMR1	ncRNA	0	false
100507391	LINC01968	ncRNA	0	false
100507392	SENCR	ncRNA	0	false
100507393	LOC100507393	pseudo	0	false
100507395	LOC100507395	ncRNA	0	false
100507398	INTS6-AS1	ncRNA	0	false
100507401	LRP4-AS1	ncRNA	0	false
100507403	LNCMB2	ncRNA	0	false
100507404	TMLHE-AS1	ncRNA	0	false
100507406	LINC02539	ncRNA	0	false
100507410	C1QTNF1-AS1	ncRNA	0	false
100507412	LOC100507412	ncRNA	0	false
100507419	MMP25-AS1	ncRNA	0	false
100507420	LINC01605	ncRNA	0	false
100507421	TMEM178B	protein-coding	811	true
100507422	LOC100507422	pseudo	0	false
100507423	MKNK1-AS1	ncRNA	0	false
100507428	LINC00458	ncRNA	0	false
100507431	LINC02551	ncRNA	0	false
100507433	ZNF571-AS1	ncRNA	0	false
100507435	DLGAP2-AS1	ncRNA	0	false
100507436	MICA	protein-coding	12	true
100507437	MTA1-DT	ncRNA	0	false
100507443	LOC100507443	ncRNA	0	false
100507444	PPP1R2P1	pseudo	0	false
100507458	ZNF213-AS1	ncRNA	0	false
100507459	NRSN2-AS1	ncRNA	0	false
100507461	LINC02032	ncRNA	0	false
100507462	CCDC28A-AS1	ncRNA	0	false
100507463	PSMB8-AS1	ncRNA	0	false
100507464	LOC100507464	ncRNA	0	false
100507466	DPH6-DT	ncRNA	0	false
100507468	CT66	ncRNA	0	false
100507470	GRID1-AS1	ncRNA	0	false
100507472	LOC100507472	ncRNA	0	false
100507475	IDH1-AS1	ncRNA	0	false
100507477	LINC02941	ncRNA	0	false
100507480	LINC02853	ncRNA	0	false
100507487	LINC02615	ncRNA	0	false
100507489	LINC01277	ncRNA	0	false
100507490	ZNF859P	pseudo	0	false
100507495	SDCBP2-AS1	ncRNA	0	false
100507500	EGFR-AS1	ncRNA	0	false
100507501	LINC01569	ncRNA	0	false
100507506	ECI2-DT	ncRNA	0	false
100507507	FAM131B-AS2	ncRNA	2	true
100507513	LOC100507513	ncRNA	0	false
100507516	LINC02984	ncRNA	0	false
100507521	LINC02733	ncRNA	0	false
100507524	ARHGEF26-AS1	ncRNA	0	false
100507526	SMG1P4	pseudo	0	false
100507527	LINC03103	ncRNA	18	true
100507528	LINC00613	ncRNA	0	false
100507530	MCPH1-AS1	ncRNA	0	false
100507533	SOX21-AS1	ncRNA	1	true
100507534	LINC02192	ncRNA	0	false
100507537	STRIT1	protein-coding	403	true
100507540	LINC01504	ncRNA	0	false
100507547	LOC100507547	ncRNA	0	false
100507548	LOC100507548	ncRNA	0	false
100507549	HMGB3P32	pseudo	0	false
100507551	PGLS-DT	ncRNA	0	false
100507554	RPL37A-DT	ncRNA	0	false
100507557	EPM2A-DT	ncRNA	0	false
100507560	LOC100507560	ncRNA	0	false
100507561	ANKRD33BP6	pseudo	0	false
100507562	LOC100507562	ncRNA	0	false
100507564	MAGOH-DT	ncRNA	0	false
100507567	RAB11B-AS1	ncRNA	0	false
100507582	BHLHE40-AS1	ncRNA	0	false
100507584	LINC01016	ncRNA	0	false
100507586	COX7BP3	pseudo	0	false
100507588	TGFBR3L	protein-coding	312	true
100507589	NAGPA-AS1	ncRNA	0	false
100507599	TFIP11-DT	ncRNA	0	false
100507600	LCT-AS1	ncRNA	0	false
100507602	TRIM52-AS1	ncRNA	0	false
100507605	LINC00837	ncRNA	0	false
100507606	ANKRD33BP3	pseudo	0	false
100507607	NPIPB9	protein-coding	0	false
100507608	KRTAP9-6	protein-coding	6	true
100507612	LINC00402	ncRNA	0	false
100507616	LINC02397	ncRNA	0	false
100507617	PPP1R14BP3	pseudo	0	false
100507629	LINC00658	ncRNA	0	false
100507632	LINC00968	ncRNA	0	false
100507633	TNKS2-DT	ncRNA	0	false
100507634	LOC100507634	ncRNA	0	false
100507639	LINC02432	ncRNA	0	false
100507642	LINC03014	ncRNA	0	false
100507648	CICP15	pseudo	0	false
100507650	RNF212B	protein-coding	431	true
100507651	LINC01606	ncRNA	0	false
100507657	LINC02554	ncRNA	0	false
100507661	LINC02082	ncRNA	0	false
100507670	ZNF687-AS1	ncRNA	0	false
100507674	MARK2P9	pseudo	0	false
100507679	MUC22	protein-coding	70	true
100507747	C13orf46	protein-coding	229	true
100508046	LOC100508046	ncRNA	0	false
100508120	GMDS-DT	ncRNA	0	false
100508631	LINC02616	ncRNA	0	false
100509370	LOC100509370	pseudo	0	false
100509620	AQP7B	protein-coding	0	false
100509857	KRT8P4	pseudo	0	false
100509894	CPB2-AS1	ncRNA	0	false
100509927	H2ACP1	pseudo	0	false
100510707	TBC1D3JP	pseudo	0	false
100510709	LOC100510709	pseudo	0	false
100510710	LOC100510710	pseudo	0	false
100526416	AK4P5	pseudo	0	false
100526656	GNG10P1	pseudo	0	false
100526664	LY75-CD302	protein-coding	29	true
100526693	ARPC4-TTLL3	protein-coding	30	true
100526694	MSANTD3-TMEFF1	protein-coding	0	false
100526735	CRYZP2	pseudo	0	false
100526736	LOC100526736	pseudo	0	false
100526737	RBM14-RBM4	protein-coding	1	true
100526738	SUMO2P5	pseudo	0	false
100526739	CENPS-CORT	protein-coding	2	true
100526740	ATP5MF-PTCD1	protein-coding	1	true
100526760	ABHD14A-ACY1	protein-coding	1	true
100526761	CCDC169-SOHLH2	protein-coding	0	false
100526767	RNF103-CHMP3	protein-coding	10	true
100526771	SMIM35	protein-coding	378	true
100526772	STIMATE-MUSTN1	protein-coding	9	true
100526773	EPPIN-WFDC6	protein-coding	14	true
100526776	CSNK1A1P3	pseudo	0	false
100526783	ARPIN-AP3S2	protein-coding	3	true
100526793	CKS1BP5	pseudo	0	false
100526794	NT5C1B-RDH14	protein-coding	1	true
100526820	CAHM	ncRNA	2	true
100526825	INMT-MINDY4	ncRNA	0	false
100526830	SLX1A-SULT1A3	ncRNA	0	false
100526831	SLX1B-SULT1A4	ncRNA	0	false
100526832	PHOSPHO2-KLHL23	protein-coding	20	true
100526833	SEPT5-GP1BB	ncRNA	0	false
100526835	FPGT-TNNI3K	protein-coding	2	true
100526836	BLOC1S5-TXNDC5	ncRNA	0	false
100526837	EEF1E1-BLOC1S5	ncRNA	0	false
100526838	C18orf32P3	pseudo	0	false
100526839	C18orf32P1	pseudo	0	false
100526840	C18orf32P2	pseudo	0	false
100526841	C18orf32P4	pseudo	0	false
100526842	RPL17-C18orf32	protein-coding	0	false
100527943	TGIF2-RAB5IF	protein-coding	0	false
100527945	NDUFA12P1	pseudo	0	false
100527946	PDCD5P1	pseudo	0	false
100527947	PDCD5P2	pseudo	0	false
100527948	HMGB1P27	pseudo	0	false
100527949	GIMAP1-GIMAP5	protein-coding	2	true
100527950	GJA9-MYCBP	ncRNA	0	false
100527960	MROH7-TTC4	ncRNA	0	false
100527963	PMF1-BGLAP	protein-coding	0	false
100527964	LHX4-AS1	ncRNA	0	false
100527978	TLCD4-RWDD3	protein-coding	1	true
100528006	DPPA5P3	pseudo	0	false
100528007	BORCS7-ASMT	ncRNA	0	false
100528016	TMX2-CTNND1	ncRNA	0	false
100528017	SAA2-SAA4	protein-coding	0	false
100528018	ARL2-SNX15	ncRNA	0	false
100528019	HSPB2-C11orf52	ncRNA	0	false
100528020	FAM187A	protein-coding	484	true
100528021	ST20-MTHFS	protein-coding	0	false
100528022	BLOC1S1-RDH5	ncRNA	0	false
100528030	POC1B-GALNT4	protein-coding	1	true
100528031	FKBP1A-SDCBP2	ncRNA	0	false
100528032	KLRC4-KLRK1	protein-coding	52	true
100528061	GGCTP1	pseudo	0	false
100528062	ARMCX5-GPRASP2	protein-coding	9	true
100528063	GGCTP3	pseudo	0	false
100528064	NEDD8-MDP1	protein-coding	1	true
100529052	GGCTP2	pseudo	0	false
100529063	BCL2L2-PABPN1	protein-coding	6	true
100529067	SERF2-C15ORF63	ncRNA	0	false
100529097	RPL36A-HNRNPH2	protein-coding	0	false
100529111	NPLP1	pseudo	0	false
100529144	CORO7-PAM16	protein-coding	2	true
100529145	TEN1-CDK3	ncRNA	0	false
100529207	RAD51L3-RFFL	ncRNA	0	false
100529209	RNASEK-C17orf49	ncRNA	0	false
100529211	TMEM256-PLSCR3	ncRNA	0	false
100529215	ZNF559-ZNF177	protein-coding	5	true
100529239	RPS10-NUDT3	protein-coding	1	true
100529240	ZNF816-ZNF321P	protein-coding	5	true
100529241	HSPE1-MOB4	protein-coding	18	true
100529251	CKLF-CMTM1	protein-coding	1	true
100529257	SYNJ2BP-COX16	protein-coding	1	true
100529261	CHURC1-FNTB	protein-coding	4	true
100529262	MIA-RAB4B	ncRNA	0	false
100529264	RAB4B-EGLN2	ncRNA	0	false
100529855	ZNF625-ZNF20	ncRNA	0	false
100532724	NPHP3-ACAD11	ncRNA	0	false
100532726	NDUFC2-KCTD14	protein-coding	0	false
100532731	COMMD3-BMI1	protein-coding	0	false
100532732	MSH5-SAPCD1	ncRNA	0	false
100532735	INO80B-WBP1	ncRNA	0	false
100532736	MICOS10-NBL1	protein-coding	10	true
100532737	ATP6V1G2-DDX39B	ncRNA	0	false
100532742	PIR-FIGF	ncRNA	0	false
100532746	PPT2-EGFL8	ncRNA	0	false
100532749	LOC100532749	pseudo	0	false
100533105	C8orf44-SGK3	protein-coding	110	true
100533106	ZHX1-C8orf76	protein-coding	2	true
100533107	RTEL1-TNFRSF6B	ncRNA	0	false
100533111	ZNF670-ZNF695	ncRNA	0	false
100533177	KRTAP29-1	protein-coding	236	true
100533178	PRORY	ncRNA	2	true
100533179	UBE2F-SCLY	ncRNA	0	false
100533181	FXYD6-FXYD2	protein-coding	0	false
100533182	SEC24B-AS1	ncRNA	0	false
100533183	ZNF664-RFLNA	protein-coding	13	true
100533184	ARHGAP19-SLIT1	ncRNA	0	false
100533195	FAM24B-CUZD1	ncRNA	0	false
100533464	PRH1-PRR4	ncRNA	0	false
100533467	BIVM-ERCC5	protein-coding	7	true
100533483	DNAAF4-CCPG1	ncRNA	0	false
100533496	TVP23C-CDRT4	protein-coding	0	false
100533618	LOC100533618	pseudo	0	false
100533619	TMPOP2	pseudo	0	false
100533620	TUBBP7	pseudo	0	false
100533621	FBRSL1P1	pseudo	0	false
100533622	LOC100533622	pseudo	0	false
100533624	SNX33P1	pseudo	0	false
100533625	LOC100533625	pseudo	0	false
100533626	TUBAP9	pseudo	0	false
100533627	TUBAP8	pseudo	0	false
100533628	LOC100533628	pseudo	0	false
100533629	LOC100533629	pseudo	0	false
100533630	LOC100533630	pseudo	0	false
100533631	LOC100533631	pseudo	0	false
100533632	LOC100533632	pseudo	0	false
100533633	LOC100533633	pseudo	0	false
100533634	LOC100533634	pseudo	0	false
100533635	LOC100533635	pseudo	0	false
100533636	LOC100533636	pseudo	0	false
100533637	ZNF72BP	pseudo	0	false
100533638	LOC100533638	pseudo	0	false
100533640	LOC100533640	pseudo	0	false
100533641	LOC100533641	pseudo	0	false
100533642	FNBP1P1	pseudo	0	false
100533643	LOC100533643	pseudo	0	false
100533644	LOC100533644	pseudo	0	false
100533646	ZNF840P	pseudo	0	false
100533648	LOC100533648	pseudo	0	false
100533649	LOC100533649	pseudo	0	false
100533650	LOC100533650	pseudo	0	false
100533651	LOC100533651	pseudo	0	false
100533652	LOC100533652	pseudo	0	false
100533653	LOC100533653	pseudo	0	false
100533654	LOC100533654	pseudo	0	false
100533655	LOC100533655	pseudo	0	false
100533658	HSPA8P17	pseudo	0	false
100533659	LOC100533659	pseudo	0	false
100533660	EI24P5	pseudo	0	false
100533661	SGO1P2	pseudo	0	false
100533662	STK25P1	pseudo	0	false
100533663	HRGP1	pseudo	0	false
100533664	PTCHD3P2	pseudo	0	false
100533665	PTCHD3P3	pseudo	0	false
100533666	SGO1P1	pseudo	0	false
100533667	LOC100533667	pseudo	0	false
100533668	KLF2P4	pseudo	0	false
100533669	LOC100533669	pseudo	0	false
100533670	LOC100533670	pseudo	0	false
100533671	ADAM20P2	pseudo	0	false
100533672	TRIM60P19	pseudo	0	false
100533673	OSBPL9P6	pseudo	0	false
100533674	NPAP1P4	pseudo	0	false
100533675	NPAP1P6	pseudo	0	false
100533676	PHACTR2P1	pseudo	0	false
100533677	LOC100533677	pseudo	0	false
100533678	LOC100533678	pseudo	0	false
100533679	LOC100533679	pseudo	0	false
100533682	MIPEPP1	pseudo	0	false
100533695	RLIMP1	pseudo	0	false
100533705	SLC9B1P5	pseudo	0	false
100533706	LOC100533706	pseudo	0	false
100533707	LOC100533707	pseudo	0	false
100533708	LOC100533708	pseudo	0	false
100533709	LOC100533709	pseudo	0	false
100533710	LOC100533710	pseudo	0	false
100533711	CKAP2LP1	pseudo	0	false
100533712	MDM4P1	pseudo	0	false
100533713	ELL2P3	pseudo	0	false
100533714	DDX43P2	pseudo	0	false
100533716	LOC100533716	pseudo	0	false
100533717	BCAR1P1	pseudo	0	false
100533718	BCAR1P2	pseudo	0	false
100533719	ANKRD20A14P	pseudo	0	false
100533720	ANKRD20A15P	pseudo	0	false
100533721	PNPT1P2	pseudo	0	false
100533722	LOC100533722	pseudo	0	false
100533723	LOC100533723	pseudo	0	false
100533727	LOC100533727	pseudo	0	false
100533728	LOC100533728	pseudo	0	false
100533729	LOC100533729	pseudo	0	false
100533730	LOC100533730	pseudo	0	false
100533731	RLIMP2	pseudo	0	false
100533732	LOC100533732	pseudo	0	false
100533733	LOC100533733	pseudo	0	false
100533734	LOC100533734	pseudo	0	false
100533735	LOC100533735	pseudo	0	false
100533736	LOC100533736	pseudo	0	false
100533754	MARK3P3	pseudo	0	false
100533755	MARK2P20	pseudo	0	false
100533757	SSBL3P	pseudo	0	false
100533787	LOC100533787	pseudo	0	false
100533789	LRRC37A8P	pseudo	0	false
100533790	LRRC37A9P	pseudo	0	false
100533791	LRRC37A10P	pseudo	0	false
100533794	MARK2P15	pseudo	0	false
100533795	MARK2P16	pseudo	0	false
100533800	BMPR1AP2	pseudo	0	false
100533814	TCAF2C	pseudo	0	false
100533842	LOC100533842	pseudo	0	false
100533843	LOC100533843	pseudo	0	false
100533844	TARS2P1	pseudo	0	false
100533845	LOC100533845	pseudo	0	false
100533846	LOC100533846	pseudo	0	false
100533847	TYW1P1	pseudo	0	false
100533848	LOC100533848	pseudo	0	false
100533849	MAPKAPK5P1	pseudo	0	false
100533850	MPHOSPH10P7	pseudo	0	false
100533851	ATP8A2P2	pseudo	0	false
100533852	LOC100533852	pseudo	0	false
100533853	LOC100533853	pseudo	0	false
100533952	RBAK-RBAKDN	protein-coding	13	true
100533955	SENP3-EIF4A1	ncRNA	0	false
100533970	P2RX5-TAX1BP3	ncRNA	0	false
100533975	SLMO2-ATP5E	ncRNA	0	false
100533990	APOC4-APOC2	ncRNA	0	false
100533997	LOC100533997	protein-coding	3	true
100534012	TNFAIP8L2-SCNM1	protein-coding	0	false
100534589	HOXA10-HOXA9	protein-coding	0	false
100534592	URGCP-MRPS24	protein-coding	0	false
100534593	STX16-NPEPL1	ncRNA	0	false
100534595	HNRNPUL2-BSCL2	ncRNA	0	false
100534599	ISY1-RAB43	protein-coding	0	false
100534611	TM4SF19-DYNLT2B	ncRNA	0	false
100534612	C1QTNF3-AMACR	ncRNA	0	false
100551499	LINC00159	ncRNA	0	false
100616109	MIR4464	ncRNA	0	false
100616110	MIR2681	ncRNA	0	false
100616111	MIR4455	ncRNA	0	false
100616112	MIR4793	ncRNA	0	false
100616113	MIR4680	ncRNA	0	false
100616114	MIR4668	ncRNA	0	false
100616115	MIR4469	ncRNA	0	false
100616116	MIR4648	ncRNA	0	false
100616117	MIR4653	ncRNA	0	false
100616118	MIR4486	ncRNA	0	false
100616119	MIR4697	ncRNA	0	false
100616120	MIR4695	ncRNA	0	false
100616121	MIR1268B	ncRNA	0	false
100616122	MIR4523	ncRNA	0	false
100616123	MIR4436B1	ncRNA	0	false
100616124	MIR4647	ncRNA	0	false
100616125	MIR4731	ncRNA	0	false
100616126	MIR4686	ncRNA	0	false
100616127	MIR4448	ncRNA	0	false
100616128	MIR4679-1	ncRNA	0	false
100616129	MIR4445	ncRNA	0	false
100616130	MIR4526	ncRNA	0	false
100616131	MIR3689D1	ncRNA	0	false
100616132	MIR4728	ncRNA	0	false
100616133	MIR4699	ncRNA	0	false
100616134	MIR499B	ncRNA	0	false
100616135	MIR4507	ncRNA	0	false
100616136	MIR4430	ncRNA	0	false
100616137	MIR4501	ncRNA	0	false
100616138	MIR4787	ncRNA	0	false
100616139	MIR4741	ncRNA	0	false
100616140	MIR4506	ncRNA	0	false
100616141	MIR4428	ncRNA	0	false
100616142	MIR4458	ncRNA	0	false
100616143	MIR4763	ncRNA	0	false
100616144	MIR548AN	ncRNA	0	false
100616146	MIR4534	ncRNA	0	false
100616147	MIR4769	ncRNA	0	false
100616148	MIR4760	ncRNA	0	false
100616149	MIR4512	ncRNA	0	false
100616150	MIR4720	ncRNA	0	false
100616151	MIR4480	ncRNA	0	false
100616152	MIR4804	ncRNA	0	false
100616153	MIR4726	ncRNA	0	false
100616154	MIR4466	ncRNA	0	false
100616155	MIR4536-1	ncRNA	0	false
100616157	MIR4772	ncRNA	0	false
100616158	MIR4505	ncRNA	0	false
100616159	MIR4779	ncRNA	0	false
100616160	MIR4655	ncRNA	0	false
100616161	MIR4795	ncRNA	0	false
100616162	MIR4483	ncRNA	0	false
100616163	MIR4530	ncRNA	0	false
100616164	MIR4420	ncRNA	0	false
100616165	MIR4771-2	ncRNA	0	false
100616166	MIR4796	ncRNA	0	false
100616167	MIR4722	ncRNA	0	false
100616168	MIR4754	ncRNA	0	false
100616169	MIR378D2	ncRNA	0	false
100616170	MIR4739	ncRNA	0	false
100616171	MIR4752	ncRNA	0	false
100616172	MIR4719	ncRNA	0	false
100616173	MIR203B	ncRNA	0	false
100616174	MIR4643	ncRNA	0	false
100616175	MIR4633	ncRNA	0	false
100616176	MIR4708	ncRNA	0	false
100616178	MIR4641	ncRNA	0	false
100616179	MIR4498	ncRNA	0	false
100616180	MIR4465	ncRNA	0	false
100616181	MIR4514	ncRNA	0	false
100616182	MIR4500	ncRNA	0	false
100616183	MIR4513	ncRNA	0	false
100616184	MIR4477A	ncRNA	0	false
100616185	MIR371B	ncRNA	0	false
100616186	MIR4490	ncRNA	0	false
100616187	MIR4783	ncRNA	0	false
100616188	MIR3972	ncRNA	0	false
100616189	MIR4421	ncRNA	0	false
100616190	MIR548O2	ncRNA	0	false
100616191	MIR548AJ1	ncRNA	0	false
100616192	MIR4679-2	ncRNA	0	false
100616193	MIR4453	ncRNA	0	false
100616194	MIR4477B	ncRNA	0	false
100616195	MIR4718	ncRNA	0	false
100616196	MIR4525	ncRNA	0	false
100616201	MIR378D1	ncRNA	0	false
100616202	MIR4634	ncRNA	0	false
100616203	MIR4734	ncRNA	0	false
100616204	MIR4729	ncRNA	0	false
100616205	MIR4704	ncRNA	0	false
100616206	MIR4652	ncRNA	0	false
100616207	MIR4439	ncRNA	0	false
100616208	MIR4782	ncRNA	0	false
100616210	MIR4737	ncRNA	0	false
100616211	MIR4709	ncRNA	0	false
100616212	MIR3689F	ncRNA	0	false
100616213	MIR4437	ncRNA	0	false
100616214	MIR4667	ncRNA	0	false
100616215	MIR548AL	ncRNA	0	false
100616216	MIR4797	ncRNA	0	false
100616218	MIR3135B	ncRNA	0	false
100616219	MIR4765	ncRNA	0	false
100616220	MIR4736	ncRNA	0	false
100616221	MIR4662A	ncRNA	0	false
100616222	MIR4487	ncRNA	0	false
100616223	MIR4509-1	ncRNA	0	false
100616224	MIR4753	ncRNA	0	false
100616225	MIR4756	ncRNA	0	false
100616226	MIR4468	ncRNA	0	false
100616227	MIR4502	ncRNA	0	false
100616228	MIR4509-2	ncRNA	0	false
100616229	MIR4473	ncRNA	0	false
100616230	MIR4646	ncRNA	0	false
100616231	MIR4519	ncRNA	0	false
100616232	MIR4528	ncRNA	0	false
100616234	MIR4454	ncRNA	0	false
100616235	MIR4457	ncRNA	0	false
100616236	MIR4669	ncRNA	0	false
100616237	MIR4640	ncRNA	0	false
100616238	MIR3529	ncRNA	0	false
100616239	MIR4705	ncRNA	0	false
100616240	MIR4496	ncRNA	0	false
100616241	MIR4717	ncRNA	0	false
100616242	MIR4673	ncRNA	0	false
100616243	MIR4759	ncRNA	0	false
100616244	MIR3976	ncRNA	0	false
100616245	MIR4661	ncRNA	0	false
100616246	MIR4799	ncRNA	0	false
100616247	MIR151B	ncRNA	0	false
100616248	MIR4724	ncRNA	0	false
100616249	MIR4768	ncRNA	0	false
100616250	MIR3960	ncRNA	0	false
100616251	MIR1587	ncRNA	0	false
100616252	MIR548AJ2	ncRNA	0	false
100616253	MIR4762	ncRNA	0	false
100616254	MIR548AH	ncRNA	0	false
100616255	MIR4662B	ncRNA	0	false
100616256	MIR4721	ncRNA	0	false
100616257	MIR3975	ncRNA	0	false
100616258	MIR4516	ncRNA	0	false
100616259	MIR378I	ncRNA	0	false
100616260	MIR4663	ncRNA	0	false
100616261	MIR4504	ncRNA	0	false
100616262	MIR4701	ncRNA	0	false
100616263	MIR4485	ncRNA	0	false
100616264	MIR4527	ncRNA	0	false
100616265	MIR4433A	ncRNA	0	false
100616266	MIR4733	ncRNA	0	false
100616267	MIR4776-1	ncRNA	0	false
100616268	MIR4472-1	ncRNA	0	false
100616269	MIR4639	ncRNA	0	false
100616270	MIR4651	ncRNA	0	false
100616271	MIR4637	ncRNA	0	false
100616272	MIR4422	ncRNA	0	false
100616273	MIR451B	ncRNA	0	false
100616274	MIR4802	ncRNA	0	false
100616275	MIR4508	ncRNA	0	false
100616276	MIR4538	ncRNA	0	false
100616277	MIR4522	ncRNA	0	false
100616278	MIR4540	ncRNA	0	false
100616279	MIR3974	ncRNA	0	false
100616280	MIR4503	ncRNA	0	false
100616281	MIR4788	ncRNA	0	false
100616282	MIR4738	ncRNA	0	false
100616283	MIR4766	ncRNA	0	false
100616284	MIR4489	ncRNA	0	false
100616285	MIR4645	ncRNA	0	false
100616286	MIR4676	ncRNA	0	false
100616287	MIR4495	ncRNA	0	false
100616288	MIR4665	ncRNA	0	false
100616289	MIR4475	ncRNA	0	false
100616290	MIR4529	ncRNA	0	false
100616291	MIR4791	ncRNA	0	false
100616292	MIR4690	ncRNA	0	false
100616293	MIR4510	ncRNA	0	false
100616294	MIR4740	ncRNA	0	false
100616295	MIR4764	ncRNA	0	false
100616296	MIR4678	ncRNA	0	false
100616297	MIR3977	ncRNA	0	false
100616299	MIR4450	ncRNA	0	false
100616300	MIR4710	ncRNA	0	false
100616301	MIR4674	ncRNA	0	false
100616302	MIR548X2	ncRNA	0	false
100616303	MIR3688-2	ncRNA	0	false
100616304	MIR4499	ncRNA	0	false
100616305	MIR548AE1	ncRNA	0	false
100616306	MIR378H	ncRNA	0	false
100616307	MIR4757	ncRNA	0	false
100616308	MIR4666A	ncRNA	0	false
100616309	MIR4472-2	ncRNA	0	false
100616310	MIR4650-1	ncRNA	0	false
100616311	MIR3973	ncRNA	0	false
100616312	MIR4478	ncRNA	0	false
100616313	MIR4749	ncRNA	0	false
100616314	MIR4750	ncRNA	0	false
100616315	MIR4781	ncRNA	0	false
100616316	MIR4524A	ncRNA	0	false
100616317	MIR4777	ncRNA	0	false
100616318	MIR4664	ncRNA	0	false
100616319	MIR4493	ncRNA	0	false
100616320	MIR4481	ncRNA	0	false
100616321	MIR378G	ncRNA	0	false
100616322	MIR4682	ncRNA	0	false
100616323	MIR4482	ncRNA	0	false
100616324	MIR1245B	ncRNA	0	false
100616325	MIR4460	ncRNA	0	false
100616326	MIR4636	ncRNA	0	false
100616327	MIR4484	ncRNA	0	false
100616328	MIR4424	ncRNA	0	false
100616329	MIR4700	ncRNA	0	false
100616330	MIR4491	ncRNA	0	false
100616331	MIR4650-2	ncRNA	0	false
100616332	MIR4716	ncRNA	0	false
100616333	MIR3689C	ncRNA	0	false
100616334	MIR4790	ncRNA	0	false
100616335	MIR219B	ncRNA	0	false
100616336	MIR548AB	ncRNA	0	false
100616337	MIR4747	ncRNA	0	false
100616338	MIR4794	ncRNA	0	false
100616339	MIR548AE2	ncRNA	0	false
100616340	MIR4758	ncRNA	0	false
100616341	MIR4435-2	ncRNA	0	false
100616342	MIR4638	ncRNA	0	false
100616343	MIR4677	ncRNA	0	false
100616344	MIR3689D2	ncRNA	0	false
100616345	MIR4426	ncRNA	0	false
100616346	MIR4649	ncRNA	0	false
100616347	MIR548AI	ncRNA	0	false
100616348	MIR4659A	ncRNA	0	false
100616349	MIR4451	ncRNA	0	false
100616350	MIR4660	ncRNA	0	false
100616351	MIR4670	ncRNA	0	false
100616352	MIR4642	ncRNA	0	false
100616354	MIR550A3	ncRNA	0	false
100616355	MIR4531	ncRNA	0	false
100616356	MIR4774	ncRNA	0	false
100616357	MIR3591	ncRNA	0	false
100616358	MIR4800	ncRNA	0	false
100616359	MIR4730	ncRNA	0	false
100616360	MIR2467	ncRNA	0	false
100616361	MIR4775	ncRNA	0	false
100616362	MIR4533	ncRNA	0	false
100616363	MIR4735	ncRNA	0	false
100616364	MIR4785	ncRNA	0	false
100616365	MIR4425	ncRNA	0	false
100616366	MIR4743	ncRNA	0	false
100616367	MIR4467	ncRNA	0	false
100616368	MIR4688	ncRNA	0	false
100616369	MIR4713	ncRNA	0	false
100616370	MIR4771-1	ncRNA	0	false
100616371	MIR4746	ncRNA	0	false
100616372	MIR4659B	ncRNA	0	false
100616373	MIR4770	ncRNA	0	false
100616374	MIR4539	ncRNA	0	false
100616375	MIR4438	ncRNA	0	false
100616376	MIR4492	ncRNA	0	false
100616377	MIR4803	ncRNA	0	false
100616378	MIR4784	ncRNA	0	false
100616379	MIR4511	ncRNA	0	false
100616380	MIR4671	ncRNA	0	false
100616381	MIR4456	ncRNA	0	false
100616382	MIR4509-3	ncRNA	0	false
100616383	MIR4675	ncRNA	0	false
100616384	MIR548AC	ncRNA	0	false
100616385	MIR4732	ncRNA	0	false
100616386	MIR4654	ncRNA	0	false
100616387	MIR3064	ncRNA	0	false
100616388	MIR4723	ncRNA	0	false
100616389	MIR4463	ncRNA	0	false
100616390	MIR4427	ncRNA	0	false
100616391	MIR4684	ncRNA	0	false
100616392	MIR4773-1	ncRNA	0	false
100616393	MIR4657	ncRNA	0	false
100616394	MIR4444-1	ncRNA	0	false
100616395	MIR4789	ncRNA	0	false
100616396	MIR4712	ncRNA	0	false
100616397	MIR4440	ncRNA	0	false
100616398	MIR4681	ncRNA	0	false
100616399	MIR4436A	ncRNA	0	false
100616400	MIR3198-2	ncRNA	0	false
100616401	MIR4520-1	ncRNA	0	false
100616402	MIR4696	ncRNA	0	false
100616403	MIR4691	ncRNA	0	false
100616404	MIR4515	ncRNA	0	false
100616405	MIR4518	ncRNA	0	false
100616406	MIR4521	ncRNA	0	false
100616407	MIR4443	ncRNA	0	false
100616408	MIR5047	ncRNA	0	false
100616409	MIR4711	ncRNA	0	false
100616410	MIR4692	ncRNA	0	false
100616413	MIR4462	ncRNA	0	false
100616414	MIR4761	ncRNA	0	false
100616415	MIR4535	ncRNA	0	false
100616416	MIR4727	ncRNA	0	false
100616417	MIR4786	ncRNA	0	false
100616418	MIR4773-2	ncRNA	0	false
100616419	MIR4434	ncRNA	0	false
100616420	MIR4744	ncRNA	0	false
100616421	MIR4689	ncRNA	0	false
100616422	MIR4537	ncRNA	0	false
100616423	MIR4703	ncRNA	0	false
100616424	MIR4707	ncRNA	0	false
100616425	MIR4748	ncRNA	0	false
